,Mkt-RF,SMB,HML,RF,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
197402,-0.48,0.01,2.54,0.58,0,-0.99,0.05,-1.48,-0.43,-0.65,4.76,0.27,0.93,-1.23,0.61,1.42
197403,-2.81,2.48,-0.12,0.56,-1.85,0.03,-1.99,-3.33,1.78,-2.72,-4.59,-3.63,-3.32,1.21,-4.2,-3.05
197404,-5.29,-0.7,1.01,0.75,-3.77,-3.94,-3.43,-6.3,0.11,-3.66,-5.31,-12.19,-1.97,-1.48,-6.84,-5.98
197405,-4.67,-3.05,-2.07,0.75,-2.82,0.52,-3.71,-7.48,1.27,-3.94,-1.52,-4.89,1.16,-0.12,-10.09,-6.71
197406,-2.83,-0.17,0.76,0.6,-0.56,-2.71,-0.88,-0.27,0.92,-2.93,0.3,-6.17,-2.72,-1.62,-6.77,-4.33
197407,-8.05,0.91,5.14,0.7,-10.21,-11.74,-7.56,-0.65,-6.74,-8.44,-7.63,0.79,-12.89,-14.06,-7.2,-6.1
197408,-9.35,-0.69,2.52,0.6,-10.27,-6.7,-9.63,-8.54,-11.54,-4.7,-0.04,-8.62,-13.04,-8.11,-11.78,-9.54
197409,-11.77,0.25,5.51,0.81,-12.15,-12.76,-13,-7.87,-11.56,-16.96,-3.81,-1.34,-12.02,-15.55,-7.09,-11.88
197410,16.1,-3.5,-10.01,0.51,15.64,4.1,14.43,20.97,20.22,14.83,10.85,13,10.23,29.52,21.1,19.36
197411,-4.51,-1.18,-0.15,0.54,-3.84,-4.67,-5.82,-4.18,-6.67,-5.06,-3.09,-0.15,-5.73,-1.2,-2.06,-3.45
197412,-3.45,-4.85,0,0.7,-0.6,-3.86,-5.04,0.79,-3.29,-5.28,1.57,-0.83,-3.41,-3.37,-2.72,-6
197501,13.66,11.03,8.44,0.58,18.88,21.31,16.29,6.51,10.92,15.18,11.1,18.84,25.86,-0.61,17.19,18.44
197502,5.56,0.16,-4.58,0.43,4.1,4.58,8.06,2.28,8.24,13.28,5.16,0.92,5,16.04,0.21,5.59
197503,2.66,3.78,2.45,0.41,7.07,6.69,5.23,-2.2,4.66,1.01,-0.85,-1.34,10.48,1.28,2.48,5.66
197504,4.23,-0.53,-1.12,0.44,3.11,4,8.37,7.26,11.62,5.58,-0.95,-1.58,2.59,0.72,1.39,5.08
197505,5.19,3.85,-4.03,0.44,5.21,2.62,2.75,12.35,2.17,6.02,3.52,8.45,4.23,6.48,6.39,5.05
197506,4.83,0.77,1.32,0.41,5.35,10.2,3.88,6.24,3.4,2,4.07,10.77,7.52,0.91,6.31,5.65
197507,-6.59,2.69,1.7,0.48,-5.39,-2.06,-5.99,-4.18,-5.58,-9.44,-4.22,-4.78,-7.45,-12.03,-7.32,-5
197508,-2.85,-3.2,-0.9,0.48,-3.12,-3.43,-1.03,-0.94,-0.72,-2.86,-3.59,-1.3,-0.25,-3.34,-6.13,-4.21
197509,-4.26,-0.13,0.34,0.53,-2.51,-2.56,-4.93,-1.15,-7.09,-0.8,-1.25,-0.97,-3.5,-6.54,-7.5,-5.2
197510,5.31,-4.02,0.3,0.56,10.55,8.87,4.76,-1.39,7.5,8.48,6.82,6.51,9.8,10.68,5.01,2.92
197511,2.65,-1.19,1.99,0.41,4.09,3.4,3.31,-1.63,2.98,5.02,4.26,3.12,4.42,5.12,4.87,2.36
197512,-1.6,-0.76,1.76,0.48,-1.51,-0.39,-1.18,0.06,-1.92,-1.2,-0.1,1.33,-3.03,-6.36,-0.44,-0.16
197601,12.16,4.8,8.58,0.47,11,15.59,17.23,8.36,16.05,18.2,9.5,8.37,9.06,7.78,12.19,13.63
197602,0.32,7.03,5.78,0.34,-1.07,3.89,2.69,-3.15,0.29,1.12,3.56,-3.53,4.54,-6.52,1.89,4.24
197603,2.33,-1.17,-0.04,0.4,0.72,3.63,1.77,7.27,-1.46,3.09,0.59,1.42,3.46,6.52,3.25,0.77
197604,-1.49,-0.03,-0.06,0.42,-1.71,1.89,-1.8,2.12,-0.49,-3.46,1.72,0.65,-4.65,-4.31,-2.58,-0.64
197605,-1.34,-1.24,-1.32,0.37,-2.18,-3.18,-0.8,5.49,-2.15,0.53,-2.95,-1.38,-5.65,-2.81,-2.17,-1.23
197606,4.05,-1.35,0.68,0.43,3.65,4.26,4.85,5.07,2.08,8.23,3.58,4.27,1.38,3.66,6.47,4.47
197607,-1.07,0.3,1.74,0.47,1.52,-1.07,-2.05,-0.66,-1.45,-2.23,1.24,2.82,-2.22,-0.38,1.19,-1.32
197608,-0.56,-2.01,0.79,0.42,-0.29,-1.43,-1.2,-0.88,-2.36,-0.85,4.73,2.93,2.98,2.17,-0.15,-2.18
197609,2.06,0,-0.29,0.44,1.53,4.52,1.13,5.98,0.46,2.89,1.61,4.1,0.37,3.62,0.52,1.38
197610,-2.42,0.25,-0.13,0.41,-1.6,-1.18,-4.08,-2.41,-2.41,-4.46,1.27,-0.84,-0.91,-3.75,0.63,-1.62
197611,0.36,2.32,1.51,0.4,1.75,-0.75,0.95,0.86,-3.71,1.61,3.15,3.16,4.9,-9.69,1.7,2.42
197612,5.65,3.01,2.22,0.4,5.24,9.7,5.4,6.27,7.76,3.73,3.46,6.53,2.32,6.26,8.9,7.82
197701,-4.05,4.78,4.26,0.36,-4.08,-4.14,-5.49,0.25,-6.51,-3.94,0.1,0.8,-6.99,-8.82,-4.58,-3.65
197702,-1.95,1.09,0.5,0.35,-1.4,-3.49,-0.61,-2.95,-0.94,-0.68,0.97,-3.4,-1.87,-0.21,-1.62,-1.88
197703,-1.37,0.99,1.02,0.38,-1.39,-3.37,0.19,-2.08,-0.85,-0.1,-1.03,0.15,-2.71,-1.79,-0.51,0.34
197704,0.15,-0.12,3.45,0.38,0.52,3.19,1.12,2.57,-0.62,-3.6,0.67,1.95,-3.43,-5.2,2.35,1.96
197705,-1.46,1.18,0.84,0.37,-0.95,-0.5,-2.44,-0.4,-3.33,-1.45,1.43,1.67,-2.76,-1.88,-0.6,-1.11
197706,4.71,2.12,-0.64,0.4,4.53,4.32,3.73,6.06,2.61,7.83,1.96,5.72,6.02,9.04,5.99,4.61
197707,-1.69,2.11,-0.58,0.42,1.21,-2.43,-4.02,-1.84,-2.34,-0.07,-0.86,0.87,-0.19,-2.24,0.44,-1.34
197708,-1.75,1.53,-2.81,0.44,0.1,-0.87,-1.27,-5.72,-0.86,0.59,-2.26,-3.25,4.64,3.79,-1.18,-1.34
197709,-0.27,1.44,-0.48,0.43,0.26,1.6,-1.22,0.78,-0.3,-1.85,3.47,2.01,-0.64,-0.84,-0.04,-0.14
197710,-4.38,1.27,1.71,0.49,-3.34,-4.46,-4.69,-3.58,-3.61,-3.2,-5.06,-3.14,-3.08,-1.68,-4.85,-3.9
197711,4,3.71,0.32,0.5,4.61,1.95,4.45,3.45,3.56,5.23,2.21,4.3,5.45,6.02,5.87,7.21
197712,0.27,1.33,-0.35,0.49,-0.01,-0.65,0.91,1.85,0.84,2.35,2.16,-0.32,-1.33,0.59,-0.08,1.5
197801,-6.01,2.21,3.32,0.49,-5.3,-6.86,-5.7,-6.9,-6.56,-4.65,-4.16,-4.57,-6.85,-1.86,-6.04,-4.48
197802,-1.38,3.58,0.78,0.46,0.13,0.41,-1.8,-1.1,-3.98,-3.5,4.12,-0.4,-0.43,-3,0.06,-0.4
197803,2.85,3.47,1.22,0.53,4.15,6.11,4.28,2.03,2.73,-0.77,2.63,2.48,2.77,4.16,5.13,5.78
197804,7.88,0.39,-3.53,0.54,6.9,9.68,11.49,6.76,11.22,13.36,2.96,0.23,10.88,9.2,10,8.55
197805,1.76,4.56,-0.63,0.51,4.25,0.13,5.49,0.81,1.27,1.59,-0.39,0.71,1.26,5.25,1.33,3.97
197806,-1.69,1.7,0.57,0.54,-0.26,-2.86,-1.45,-3.73,-1.62,-0.41,-1.53,0.82,-1.95,1.1,-0.49,-0.01
197807,5.11,0.27,-1.12,0.56,3.56,4.63,8.57,3.44,5.16,8.69,1.43,2.82,5.07,8.87,5.15,8.29
197808,3.75,5.07,-0.47,0.56,4.13,2.88,3.91,5.13,3.76,6.08,3.57,0.45,5.56,1,5.63,7.18
197809,-1.43,-0.39,1.87,0.62,-0.39,-0.45,-2.29,4.76,-1.43,-4.24,1.21,-0.25,-2.59,-2.75,-0.87,-1.68
197810,-11.91,-9.88,1.36,0.68,-11.57,-11.18,-12.35,-10.61,-8.97,-10.74,-4.53,-7.11,-14.05,-12.84,-11.4,-17.16
197811,2.71,3.02,-2.22,0.7,2.21,0.78,3.52,6.21,1.75,5.14,3.01,3.02,2.58,5.18,1.76,3.46
197812,0.88,1.25,-2.2,0.78,1.73,-0.56,1.76,2.95,0.84,6.54,0.1,-1.23,-0.62,3.42,1.45,1.16
197901,4.23,3.68,2.25,0.77,4.19,4.99,6.89,3.19,4.63,4.26,3.64,6.37,5.64,1.42,5.28,7.04
197902,-3.56,0.46,1.18,0.73,-3.51,-3.54,-4.7,0.64,-3.81,-3.32,-0.63,-1.6,-4.33,-4.52,-3.37,-3.15
197903,5.68,3.18,-0.67,0.81,4.07,6.6,7.45,9.3,6.97,7.54,0.16,2.38,5.96,5.05,7.42,9.1
197904,-0.06,2.16,1.07,0.8,0.22,2.99,-0.17,4.31,-0.89,0.36,-2.13,-2.7,0.69,0.42,1.44,1.69
197905,-2.21,0.56,1.92,0.82,-1.77,-0.79,-2.05,-2.31,-2.93,-1.97,0.09,1.41,-2.55,-2.64,0.16,-0.35
197906,3.85,1.17,1.47,0.81,3.28,2.99,3.89,9.2,2.39,0.41,1.95,5.01,2.95,4.83,8.68,4.98
197907,0.82,1.26,1.7,0.77,2.07,2.05,1.87,1.7,2.85,-1.72,-0.11,2.12,1.15,0.14,3.25,3.38
197908,5.53,2.08,-1.54,0.77,7.55,4.71,7.34,7.96,7.79,6.01,1.57,2.05,8.81,8.54,5.08,6.78
197909,-0.82,-0.25,-0.87,0.83,-1.91,0.43,-1.38,5.84,0.87,-1.74,-2.39,-2.14,-0.78,-0.54,-1.08,-0.21
197910,-8.1,-3.33,-1.85,0.87,-7.68,-9.43,-9.1,-2.38,-8.11,-7.75,-5.03,-5.8,-8.8,-4.34,-10.09,-10.24
197911,5.21,2.74,-3.26,0.99,5.16,-2.35,4.81,8.91,5.35,8.18,4.06,7.79,3.95,8.75,6.33,7.83
197912,1.79,4.17,-2,0.95,3.37,3.38,4.56,2.68,3.96,1.69,-1.53,-0.92,2.98,2.08,1.7,7.01
198001,5.51,1.64,1.82,0.8,3.12,9.05,8.81,14.16,2.18,7.51,-2.05,1.6,0.92,-1.29,2.07,9.37
198002,-1.22,-1.82,0.62,0.89,-4.79,-6.31,-2.94,12.59,-1.84,-3.59,-1.48,-3.36,-4.82,-4.63,-4.98,-1.64
198003,-12.9,-6.64,-1.06,1.21,-8.16,-8.74,-12.32,-17.79,-9.99,-12.67,-2.64,-6.67,-8.52,-2.84,-8.83,-15.65
198004,3.97,0.97,1.05,1.26,6.52,-1.91,2.4,6.85,5.58,0.56,7.3,11.96,3.43,4.28,6.81,5.24
198005,5.26,2.15,0.39,0.81,7.89,4.31,5.52,4.05,7.79,4.79,5.02,4.61,10.7,6.96,7.81,8.44
198006,3.06,1.67,-0.86,0.61,2.99,2.78,2.93,5.81,1.05,3.07,-0.59,4.54,2.39,0.21,4.97,5.38
198007,6.49,4.25,-6.3,0.53,7.76,11.75,11.4,1.67,9.36,15.42,1.02,-0.12,10.65,8.89,3.16,10.88
198008,1.8,3.92,-2.64,0.64,1.45,1.46,1.69,3.79,1.94,3.64,6.31,-1.08,1.99,0.3,1.92,3.53
198009,2.19,0.89,-4.79,0.75,0.2,0.97,3.96,6.81,0.84,1.9,-1.59,0.17,1.12,3.6,2.65,4.69
198010,1.06,2.47,-2.74,0.95,0.28,-1.73,1.18,8.01,-1.47,1.76,-3.24,2.01,-1.57,-1.29,0.05,3.24
198011,9.59,-3.45,-8.35,0.96,0.92,4.77,9.03,24.56,7.27,9.87,0.01,7.51,2.96,8.81,5.6,9.2
198012,-4.52,-0.27,2.68,1.31,1.04,-1.16,-2.63,-10.88,-0.97,-1.01,0.82,-2.02,-1.45,4.61,3.21,-4.63
198101,-5.04,3,6.84,1.04,2,-2.2,-2.93,-10.36,0.31,-8.23,5.53,-2.72,0.43,-1.57,-2.5,-2.61
198102,0.56,-0.31,0.97,1.07,2.49,6.4,4.32,-0.47,4.72,0.34,2.15,-1.32,2.82,1.85,1.97,1.42
198103,3.56,3.58,0.67,1.21,6.93,7.07,7.2,-2.48,2.42,5.08,1.16,2.96,12.7,5.87,6.86,10.11
198104,-2.1,4.42,2.26,1.08,1.16,1.81,-0.62,-7.44,-1.19,-0.03,6.21,-2.58,2.98,3,0.61,1.33
198105,0.11,2,-0.43,1.15,2.64,2.89,0,-4.01,-1.08,4.31,7.14,1.95,2.73,3.47,2.76,2.25
198106,-2.36,-0.85,5.13,1.35,-0.2,-4.21,-2.58,4.76,1.69,-6.69,-1.91,3.45,-1.59,-5.58,1.71,-3.84
198107,-1.54,-2.19,-0.65,1.24,-0.65,-2.97,-2.48,7.86,-3.67,-3.62,0.37,2.8,-3.2,-3.89,-3.07,-2.32
198108,-7.03,-1.95,4.83,1.28,-5.11,-7.84,-7.29,-6.4,-5.64,-7.25,-0.8,-0.84,-5.28,-7.75,-5.19,-5.92
198109,-7.17,-2.66,5.19,1.24,-2.18,-2.97,-7.27,-12.3,-6.58,-3.64,2.81,-5.56,-3.75,-1.33,-2.47,-9.17
198110,4.92,2.14,-4.22,1.21,7.51,-4.14,3.01,10,5.81,5.08,6.03,4.87,6.87,7.95,7.45,6.84
198111,3.36,-0.97,1.9,1.07,2.69,4.82,4.64,6.86,3.46,1.45,2.64,5.91,1,3.93,5.66,4.3
198112,-3.65,1.17,0.74,0.87,-1.79,0.41,-1.11,-6.54,-2.42,-0.05,-1.43,-2.33,-2.17,-0.75,-3.88,-3.52
198201,-3.24,-1.28,3.14,0.8,-0.9,1.21,-3.73,-8.58,-1.79,2.99,0.67,-0.69,0.19,1.45,-2.13,-4.75
198202,-5.86,0.49,6.08,0.92,-1.97,-1.94,-5.64,-10.94,-6.1,-5.12,-5.7,-0.43,-1.45,-1.8,-2.93,-5.37
198203,-1.87,-0.19,3.78,0.98,2.47,3.64,-1.92,-3.61,-1.04,-3.69,2.05,1.63,4.25,-2.58,-1.04,-1.67
198204,3.27,1.51,-2.8,1.13,6.64,4.48,2.46,4.4,4.94,7.52,-0.17,3.83,5.45,7.34,3.29,4.3
198205,-3.99,0.47,1.82,1.06,-3.21,-1.82,-4.88,2.47,-3.92,-5.35,-1.05,-0.5,-2.68,-3.05,-5.57,-5.41
198206,-3.09,-0.4,1.52,0.96,1.7,2.7,-2.14,-6.47,-3.64,-2.32,-2.55,-2.24,2.95,-0.73,-2.54,-2.35
198207,-3.19,0.84,0.16,1.05,-0.46,-0.4,-2.21,-7.95,-2.63,1.72,1.18,-2.62,0.16,0.81,-3.03,-3
198208,11.14,-4.1,1.16,0.76,9.21,13.76,13.55,9.82,14.27,12.87,10.84,11.93,12.48,12.38,11.47,11.07
198209,1.29,2.88,0.34,0.51,5.32,-0.72,-1.34,1.96,-0.12,1.16,1.03,1.09,4.64,1.34,5.97,1.28
198210,11.3,2.35,-3.68,0.59,10.58,16.56,13.34,5.61,12.05,17.05,8.18,4.9,16.94,8.34,15.17,16.53
198211,4.67,4.77,-1.96,0.63,5.16,8.22,6.08,-4.39,4.84,10.72,6.01,0.11,11.01,5.24,6.46,9.61
198212,0.55,-0.18,0.01,0.67,0.85,3.14,1.94,5.47,-1.81,2.71,-1.23,4.29,-2.15,0.54,-2.31,0.22
198301,3.6,2.7,-0.86,0.69,-1.02,5.12,4.34,3.7,6.82,8.38,12.35,3.64,1.44,1.48,0.48,6.55
198302,2.59,3.24,0.67,0.62,3.76,3.56,4.33,-0.39,3.22,3.67,-0.3,1.45,8.06,2.78,5.47,3.42
198303,2.82,1.77,2.07,0.63,7.39,-1.07,1.95,5.97,2.6,0.68,0.71,0.3,8.56,4.61,6.85,2.2
198304,6.67,0.53,0.6,0.71,6.3,11.03,5.76,9.45,7.68,7.55,5.13,4.78,8.68,5.1,9.05,7
198305,0.52,6.15,-1.4,0.69,-0.88,-2.14,2.63,1.29,1.27,2.63,-1.28,2.62,0.4,-2.7,0.66,5.24
198306,3.07,0.9,-3.86,0.67,2.97,10.4,1.62,6.48,1.62,6.2,0.23,-0.41,6.12,6.87,0.25,3.64
198307,-4.07,1.46,5.62,0.74,-2.6,-3.62,-2.75,-2.38,-1.83,-5.32,-5.17,1.05,-3.31,-5.6,-2.89,-4.94
198308,-0.5,-4.29,5.54,0.76,0.64,-2.48,-1.01,7.16,4.72,-1,2.19,1.5,-4.83,-1.08,1.05,-3.42
198309,0.92,0.55,1.1,0.76,4.59,4.44,3.19,-4.85,0.69,2.16,2.26,4.66,2.3,1.29,1.98,0.97
198310,-3.44,-3.6,5.06,0.76,-0.24,0.36,-2.39,-2.13,-2,-6.91,-5.22,3.07,-1.6,-2.15,-2.96,-5.93
198311,2.16,2.04,-0.61,0.7,2.27,4.12,7.7,-0.56,3.24,2.12,3.17,-1.56,4.42,-3.03,3.93,5.96
198312,-1.78,-0.3,1.68,0.73,-0.46,0.97,-0.12,1.89,-3.12,0.46,-1.52,-3.64,-4.78,-3.58,-0.73,-1.2
198401,-1.92,-0.43,7.62,0.76,-0.76,-5.39,-3.34,9.96,-4.11,-6.21,4.06,1.49,-5.9,-0.61,-0.5,-3.49
198402,-4.82,-1.7,3.35,0.71,-5.73,-6.08,-6.74,3.87,-6.39,-5.88,-3.7,-3.36,-4.47,-1.99,-4.56,-5.51
198403,0.63,0.07,0.49,0.73,1.56,0.37,2.4,0.16,5.4,1.78,-4.21,-0.24,1.26,-0.69,2.09,3.05
198404,-0.52,-1.21,1.29,0.81,0.48,1.3,-0.41,4.05,1.02,-0.38,2.18,-0.39,0.24,2.29,-1.21,-3.63
198405,-5.97,0.05,0.24,0.78,-2.4,-5.56,-6.06,-5.06,-5.08,-5.4,-3.49,-0.83,-5.14,-6.48,-7.43,-5.9
198406,1.82,-0.32,-2.61,0.75,6.31,1.99,3.85,-2.22,1.85,1.67,12.26,0.48,7.4,3.83,2.29,2.22
198407,-2.74,-2.21,0.49,0.82,-1.72,2.59,-1.36,-7.17,-1.93,-2.23,2.87,-0.03,0.12,-3.84,-0.63,-4.47
198408,10.28,-0.26,-1.84,0.83,8.77,10,12.17,13.75,11.53,13.82,7.15,7.75,9.89,10.26,11.02,11.67
198409,-0.8,0.2,5.32,0.86,1.26,-0.14,-2.55,2.11,-2.39,-3.94,4.04,4.81,0.02,-4.41,3.24,0.05
198410,-0.84,-1.2,0.5,1,1.43,2.16,0.8,-4.5,-0.12,-0.45,-3.52,3.32,-0.72,1.6,1.2,-0.46
198411,-1.76,-0.62,4.08,0.73,0.31,-2.99,-1.61,-1,-0.82,-3.88,0.46,3.03,-2.81,-0.03,0.29,-1.8
198412,1.84,-0.6,-0.17,0.64,2.45,4.59,2.51,-0.55,1.32,2.48,5.33,2.64,0.7,2.79,4.47,1.85
198501,7.99,3.28,-5.43,0.65,5.02,9.81,9.56,6.53,5.79,12.49,5.25,2.39,13.24,8.28,8.85,12.21
198502,1.22,0.76,-0.12,0.58,5.04,-1.59,1.1,3.81,1.94,-1.36,3.37,1.39,2.05,3.59,2.16,2.26
198503,-0.84,-1.15,4.1,0.62,4.69,-5.24,-3.34,1.55,-1.4,-5.95,4.45,6.11,-0.56,3.01,0.11,-0.89
198504,-0.96,0.14,3.73,0.72,-2.12,-3.45,-2.09,3.85,-0.1,-3.7,-0.71,1.62,0.11,-1.73,2.55,-1.05
198505,5.09,-2.25,-0.87,0.66,7.9,5.94,5.75,0.64,6.94,2.82,8.35,5.51,9.61,9.59,6.26,6.57
198506,1.27,0.57,0.56,0.55,2.72,1.51,1.51,-0.8,1.92,-0.73,4.5,3.63,1.56,2.29,2.96,2.78
198507,-0.74,2.85,-1.63,0.62,-2.58,2.4,3.42,-0.33,3.4,4.56,-4.54,-4.7,-4.03,-0.4,-1.34,3.08
198508,-1.02,-0.34,2.28,0.55,0.76,-2.62,-1.25,1.39,-0.89,-2.61,0.52,1.92,-0.62,-0.8,-0.4,-0.51
198509,-4.54,-1.58,1.32,0.6,-0.65,-3.26,-4.28,-1.31,-3.1,-4.7,-4.2,-5.31,-4.29,-3.89,-4.45,-6.2
198510,4.02,-1.57,0.78,0.65,3.58,0.87,1.82,6.15,6.81,3.02,4.07,6.3,6.8,3.19,7.65,3.06
198511,6.48,0.23,-2.87,0.61,8.48,9.98,8.43,0.48,6.51,8.54,7.37,4.24,7.89,9.78,7.62,7.09
198512,3.88,-0.49,-1.53,0.65,5.42,7.18,4.15,-3.15,5.63,8.3,6.2,4.85,4.57,3.48,4.98,3.29
198601,0.65,1.22,0.53,0.56,1.84,2.19,2.09,-6.77,0.3,-0.35,-3.94,3.78,1.49,1.14,3.5,3.64
198602,7.13,-0.65,-0.94,0.53,10.81,10.92,9.69,0.76,11.23,4.95,7.38,6.55,7.69,6.08,8.61,7.54
198603,4.88,-0.52,-0.44,0.6,8.03,7.91,5.99,0.01,5.98,-0.23,3.79,3.95,8.64,12.05,5.86,5.57
198604,-1.31,2.85,-2.85,0.52,0.43,-3.55,-2.85,0.71,0.91,3.9,2.43,-3.89,0.17,0.72,-3.34,-0.38
198605,4.62,-1.32,-0.11,0.49,8.85,3.18,3.73,7.31,6.09,0.84,4.8,3.62,9.9,7.24,5.03,3.76
198606,1.03,-0.91,1.4,0.52,6.24,-1.26,-0.72,-2.34,1.41,-4.02,5.43,5.08,3.86,5.67,2,0.29
198607,-6.45,-3.38,4.78,0.52,-5.7,-9.04,-7.93,-5.24,-5.89,-8.24,-3.02,5.14,-9.52,-5.36,-5.42,-9.76
198608,6.07,-4.17,3.52,0.46,2.62,7.52,6.9,16.65,4.54,7.02,6.87,7.9,1.73,4.01,7.14,6.15
198609,-8.6,2.28,3.19,0.45,-10.82,-8.18,-6.66,-0.94,-7,-7.09,-9.29,-9.09,-8.41,-12.57,-10.33,-3.65
198610,4.66,-2.48,-1.32,0.46,8.86,6.49,5.55,2.04,8.52,0.52,4.66,5.24,7.45,7.93,3.52,6.59
198611,1.17,-1.92,-0.06,0.39,0.74,4.83,2.58,3.06,3.34,3.6,3.94,0.55,1.83,1.35,-0.89,0.25
198612,-3.27,0.08,0.37,0.49,-3.19,-2.19,-1.52,-0.49,-2.62,-3.78,-3.73,-3.31,-6.27,-1.25,-2.34,-3.13
198701,12.47,-1.81,-3.18,0.42,14.51,18.81,14.08,13.9,14.77,16.54,5.31,9.3,11.53,13.16,10.48,13.38
198702,4.39,3.49,-5.99,0.43,5.62,3.47,4.67,-1.68,4.98,9.5,0.04,-2.15,9.87,11.28,3.95,7
198703,1.64,0.37,1.65,0.47,1.07,4.63,2.41,12.26,4.86,2.77,1.43,-1.66,1.75,0.15,-1.49,3.22
198704,-2.11,-1.69,-0.33,0.44,-3.66,4.08,-1.93,0.17,-0.2,4.44,-2.42,-4.33,-2.85,-2.46,-4.95,-1.59
198705,0.11,-0.53,0.13,0.38,2.57,-1.41,0.37,3.05,0.84,0.26,3.33,-1.85,-0.11,1.23,-0.72,1.89
198706,3.94,-2.18,1.07,0.48,6.82,2.98,4.99,5.72,5.2,-0.04,7.04,3.39,6.51,4.76,4.97,3.67
198707,3.85,-0.64,0.73,0.46,5.68,6.96,8.54,3.28,4.43,0.92,6.01,-1.68,5.9,5.75,1.92,7.3
198708,3.52,-0.74,-0.95,0.47,3.73,5.68,2.54,1.78,2.98,7.56,5.1,3.71,3.32,2.2,5.83,1.06
198709,-2.59,0.52,0.29,0.45,-2.75,-3.98,0.89,-3.86,-0.76,-2.85,2.99,-2.31,-6.34,-2.55,-2.29,-0.59
198710,-23.24,-8.42,4.2,0.6,-21.03,-26.93,-28.58,-18.33,-24.59,-25.79,-12.35,-6.94,-28.23,-20.46,-21.12,-29.26
198711,-7.77,2.76,3.09,0.35,-8.02,-8.52,-4.41,-10.59,-6.68,-9.88,-8.92,-2.53,-8.48,-9.31,-7.18,-5.21
198712,6.81,0.13,-4.46,0.39,7.52,8.61,10.22,6.63,12.36,11.75,4.27,0.57,8.55,5.34,3.57,10.1
198801,4.21,-0.7,5.16,0.29,3.02,4.48,0.79,8.68,-0.6,-2.47,9.76,9.76,5.63,6.37,8.92,0.57
198802,4.75,3.34,-1.64,0.46,6.01,6.27,8.25,3.53,6,7.45,1.32,-1.43,10.52,4.2,3.03,7.54
198803,-2.27,6.15,0.75,0.44,-1.52,-4.17,-0.39,2.47,-2.81,-4.8,-3.82,-3.17,-0.99,-2.55,-2.6,1.7
198804,0.56,0.95,1.68,0.46,-0.07,2.9,1.89,4.54,1.09,2.67,0.67,-0.29,1.74,-1.99,-0.49,-0.24
198805,-0.29,-2.65,2.28,0.51,-0.3,1.23,0.06,-0.52,-1.12,-1.37,2.17,3.59,-1.36,-0.26,2.02,-1.38
198806,4.79,2.12,-1.1,0.49,3.41,8.26,7.67,-2.05,6.86,9.49,3.01,3.23,6.68,2.68,5.53,7.15
198807,-1.25,-0.21,2.27,0.51,1.62,-0.82,-1.95,3.5,-3.33,-5.12,0.02,-0.26,-0.8,0.49,0.25,-1.88
198808,-3.31,0.04,2.03,0.59,-0.22,-6.68,-4.73,-1.5,-3.66,-8.21,-3.05,-0.13,-2.56,-1.08,-0.01,-2.51
198809,3.3,-1.25,-0.68,0.62,6.49,3.9,3.64,-2.41,2.93,2.85,7.36,2.71,8.06,3.86,3.92,4.53
198810,1.15,-2.9,1.71,0.61,8.16,3.33,0.59,1.82,0.95,0,2.8,2.53,1.7,1.22,-0.19,0.38
198811,-2.29,-1.74,1.24,0.57,-1.14,-0.94,-1.93,-0.31,-2.69,-3.13,0.34,-0.46,-2.83,-2.16,-2.63,-1.27
198812,1.49,1.95,-1.56,0.63,3.51,0.26,2.41,1.83,4.84,4.89,1.62,1.02,1.48,1.83,-0.14,2.77
198901,6.1,-2.14,0.51,0.55,5.64,7.6,6.7,6.32,9.46,7.1,8.96,2.76,6.36,6.8,6.76,7.09
198902,-2.25,2.76,0.88,0.61,-1.4,-2.99,-2.04,-1.31,-2.21,-3.75,-1.22,-1.82,-1.8,-1.15,-0.38,-0.4
198903,1.57,0.73,0.47,0.67,5.43,-1.41,0.54,3.82,2.76,-5.53,5.56,0.57,2.88,4.96,4.73,1.19
198904,4.33,-0.58,-1.46,0.67,5.73,0.47,5.44,2.61,5.05,5.18,9.63,3.9,5.53,5.41,3.89,5.95
198905,3.35,-0.04,-0.83,0.79,5.37,2.3,4.3,2.82,2.12,2.46,5.79,5.34,5.27,3.43,4.12,4.32
198906,-1.35,-1.02,2.19,0.71,1.48,1.28,-3.17,-0.96,-1.53,-3.27,-0.03,3.4,-2.06,-2.74,0.87,1.01
198907,7.2,-4.02,-2.83,0.7,11.98,5.12,7.85,3.76,7.12,2.96,8.57,5.8,9.14,13.89,8.16,8.05
198908,1.44,0.5,0.72,0.74,-1.99,5.43,3.44,3.36,6.88,2.58,1.02,-0.8,2.7,0.37,1.95,5.94
198909,-0.76,0.28,-1.34,0.65,-0.54,-4.6,-2.15,1.41,-3.43,-2.79,3.81,0.48,-2.23,2.38,2.11,0.31
198910,-3.67,-3.3,-1.03,0.68,-2.49,-5.7,-4.63,0.46,-3.74,-4.56,-2.04,1.01,-4.11,0.39,-3.98,-6.22
198911,1.03,-1.24,-1.12,0.69,1.68,-1.18,3.34,3.93,2.42,-1.81,1.99,3.23,1.36,4.53,-0.46,0.76
198912,1.16,-2.41,0.28,0.61,1.36,-1.45,2.33,5.86,4.56,-1.06,5.73,4.79,1.24,1.05,-2.47,0.18
